#ID1	ID2	Microbe	20Dim
Common_Variable_Immunodeficiency	Pancreatic_Disease	0.031491456003577	0.190979315024842
Congenital_Neutropenia	Pancreatic_Disease	-0.00104267462562038	0.0515869228052496
Parkinsons_Disease	Pancreatic_Disease	0.0269344975572432	-0.174043103671114
Cystitis_Urethritis	Pancreatic_Disease	0.0512930318154775	0.150413901466073
Eye_Inflammation	Pancreatic_Disease	0.10275584345004	-0.15431740854915
Familial_Mediterranean_Fever	Pancreatic_Disease	-0.0949551913775694	0.142184437076819
Gastritis_Duodenitis	Pancreatic_Disease	0.342944120550184	0.372251756983453
Graves_Disease	Pancreatic_Disease	0.113140005497414	-0.0439822073743181
Crohns_Disease	Pancreatic_Disease	0.269966727347711	0.182420857175738
IBS	Pancreatic_Disease	-0.00242837383976852	0.184369866466201
IgA_Immunodeficiency	Pancreatic_Disease	0.0396738400716916	0.177735109516908
Inflammatory_Spondylopathies	Pancreatic_Disease	-0.0821996513991246	0.049435539590048
Lupus_Erythematosus	Pancreatic_Disease	-0.0220244997363047	0.0365456930291247
Multiple_Sclerosis_Other_Demyelinating_Disease	Pancreatic_Disease	0.0164496519104895	-0.0765963435482929
Myasthenia_Gravis	Pancreatic_Disease	0.0609090562409492	0.24842923904258
Non-Specific_Immune-Related_Skin_Disorder	Pancreatic_Disease	-0.0976056247119491	-0.282785137117624
Spinal_Chord_Degeneration	Pancreatic_Disease	0.161286935701929	0.0437828522070808
Psoriasis_Related_Disorders	Pancreatic_Disease	-0.0406120000521158	-0.257405556538304
Reactive_Arthritis	Pancreatic_Disease	0.108079132724285	-0.00377840163994262
Rheumatoid_Arthritis_Related_Conditions	Pancreatic_Disease	0.0428806123061424	-0.0406421873188423
Sjogrens_Syndrome	Pancreatic_Disease	-0.0160959156056037	-0.00520697540726703
Thyroiditis	Pancreatic_Disease	-0.0845868069028215	-0.0944083422337453
Type_I_Diabetes_Mellitus	Pancreatic_Disease	0.0688048632640878	0.119055191203591
Ulcerative_Colitis	Pancreatic_Disease	0.159794285061215	0.0771600208113125
Unspecified_Hepatitis	Pancreatic_Disease	0.0344256675713565	0.403286615826775
Unspecified_Immune_Deficiency	Pancreatic_Disease	0.228232021306669	0.178598903072183
Upper_Respiratory_Inflammation	Pancreatic_Disease	-0.0792355667259201	-0.209995549865679
Vasculitis	Pancreatic_Disease	0.0999159454358172	-0.0642358335239979
Acute_Bronchitis	Pancreatic_Disease	-0.0460540759706054	-0.0243653773779008
Arthropod-Borne_Diseases	Pancreatic_Disease	-0.133960323927134	-0.186419756662208
Ear_Infection	Pancreatic_Disease	0.0093162309511023	-0.444219118558393
Encephalitis	Pancreatic_Disease	0.131738868729004	0.113563304397825
Escherichia_Coli_Infection	Pancreatic_Disease	0.101525479416827	0.381482683508015
Eye_Infection	Pancreatic_Disease	0.0263920560662508	-0.24548826237377
Fungal_Infection	Pancreatic_Disease	-0.0854995257210778	-0.416804316259978
Gastrointestinal_Infection	Pancreatic_Disease	0.201372125596153	0.161232622227438
General_Bacterial_Infection	Pancreatic_Disease	0.0613070191503325	0.250082735575937
General_Viral_Infection	Pancreatic_Disease	0.0539060325299594	-0.221570872255712
HIV	Pancreatic_Disease	0.019935675783463	0.28589005939705
Influenza	Pancreatic_Disease	0.0122007344442466	-0.126114233875561
Other_Viral_Hepatitis	Pancreatic_Disease	-0.0174624977844048	0.440216703200081
Parasitic_Infection	Pancreatic_Disease	-0.0282830482163422	-0.168127030369653
Pneumonia	Pancreatic_Disease	-0.010280989930651	0.148779569357904
Poliomyelitis	Pancreatic_Disease	-0.0821497837138385	0.0633998699024732
Aneurysm	Pancreatic_Disease	0.224224734365578	0.0984353476839582
STI	Pancreatic_Disease	-0.0124611106074807	0.146999989017105
Spirochetal_Infection	Pancreatic_Disease	0.118004358307398	0.157296688933874
Tuberculosis	Pancreatic_Disease	0.0168877250417439	0.447348067582675
Viral_Hepatitis_C	Pancreatic_Disease	0.0199516994506906	0.310857427053675
Viral_Warts_HPV	Pancreatic_Disease	0.011921450609904	-0.335624414076772
Acne	Pancreatic_Disease	0.167317107717285	-0.349821856702381
Alopecia	Pancreatic_Disease	-0.0251465050367059	-0.373783326107143
Dyschromia	Pancreatic_Disease	0.0731124193361219	-0.485304371871286
Atherosclerosis	Pancreatic_Disease	0.0672537871198531	-0.0371598957969001
Lichen	Pancreatic_Disease	-0.0192379284395908	-0.176228602382526
Non-Specific_Dental_Disorder	Pancreatic_Disease	0.0369625590517237	0.166149580798918
Non-Specific_Soft_Tissue_Disorder	Pancreatic_Disease	-0.0297498769458585	0.0151264721768759
Oral_Soft_Tissue_Disease	Pancreatic_Disease	0.0538501686271323	-0.0703004404839159
Radiation_Sensitivity	Pancreatic_Disease	0.278557397476492	0.203992867930577
Rosacea	Pancreatic_Disease	-0.0554814961806873	-0.454749317520025
Seborrheic_Dermatitis	Pancreatic_Disease	-0.176021231406419	-0.553687929150511
Cardiac_Dysrhythmia	Pancreatic_Disease	-0.0945824200636172	-0.179086699682325
Copper_Metabolism_Disorder	Pancreatic_Disease	-0.202592373881642	0.251465354036544
Gout_Related_Crystal_Arthropathies	Pancreatic_Disease	0.0282247309771474	-0.139197454910602
Cerebrovascular_Disease	Pancreatic_Disease	0.134195717763858	-0.0381270632013869
Malnutrition	Pancreatic_Disease	-0.316907326335918	0.469888427192252
Metabolic_Syndrome_X	Pancreatic_Disease	0.00596399661696604	0.0967013851338353
Deep_Vein_Thrombosis	Pancreatic_Disease	-0.0709330555877243	-0.0955610499727067
Unspecified_Hyperlipidemia	Pancreatic_Disease	0.132192536045214	0.0171908859377504
Abnormal_Spine_Curvature	Pancreatic_Disease	0.0435486606936019	-0.349582899975888
General_Hypertension	Pancreatic_Disease	0.120796412118477	0.0523882997862013
General_Spondylosis_Spine_Disorder	Pancreatic_Disease	0.0460981904770867	-0.158919564663968
Osteoporosis	Pancreatic_Disease	0.0196063565286186	-0.169964639381317
Benign_Colon_Neoplasm	Pancreatic_Disease	-0.0710174915504392	0.101887172832038
Benign_Oropharyngeal_Neoplasm	Pancreatic_Disease	-0.00336324183585437	0.0289097107397544
Benign_Uterine_Neoplasm	Pancreatic_Disease	-0.00153633305362991	-0.0623666567528632
Bladder_Cancer	Pancreatic_Disease	0.000402039751046351	0.0563679656390186
Breast_Cancer	Pancreatic_Disease	-0.012322271410323	-0.176396480637644
Colorectal_Cancer	Pancreatic_Disease	0.108906785802325	0.295048321098359
Esophageal_Cancer	Pancreatic_Disease	-0.023168931414498	0.308627619270124
Hepatobiliary_Cancer	Pancreatic_Disease	0.0378101819089589	0.491575366068889
Non-Specific_Cardiovascular_Disease	Pancreatic_Disease	0.134018723140531	0.126792164047191
Kaposis_Sarcoma	Pancreatic_Disease	-0.129408635336324	0.380255518601385
Lung_Cancer	Pancreatic_Disease	0.126615963582476	0.0429179649995875
Lymphoid_Leukemia	Pancreatic_Disease	0.0432064396844226	-0.257029147318345
Melanoma	Pancreatic_Disease	0.118922739448744	-0.196712914103237
Non-Specified_Cardiac_Ischemia	Pancreatic_Disease	0.0412133377827095	0.0748446647551823
Non-Hodgkins_Lymphoma	Pancreatic_Disease	-0.124028550985182	-0.133016534413435
Oro-Naso-Pharyngeal_Cancer	Pancreatic_Disease	-0.0559493530491318	0.0259614216683859
Other_Lymphoid_Histiocytic_Cancers	Pancreatic_Disease	0.0883466705071093	-0.196501414542264
Pancreatic_Cancer	Pancreatic_Disease	0.0071075401752956	0.614487433010231
Stomach_Cancer	Pancreatic_Disease	0.112899923547228	0.3203312344759
Thyroid_Cancer	Pancreatic_Disease	-0.115054454998886	0.0338127478034866
ADHD	Pancreatic_Disease	0.104135586004464	-0.159075109153094
Adjustment_Disorder	Pancreatic_Disease	0.178879982617626	-0.272044926093914
Alzheimers_Disease	Pancreatic_Disease	0.00153245392522929	-0.22817683025726
Autism	Pancreatic_Disease	0.0987777565810612	0.118739856702279
Bipolar_Disorder	Pancreatic_Disease	0.145769390405574	0.351493007330587
Depression	Pancreatic_Disease	0.0945204964585212	0.183174315469764
Eating_Disorder	Pancreatic_Disease	0.0655354123326601	0.202200073772479
Pulmonary_Heart_Disease	Pancreatic_Disease	-0.0117282095443745	0.127949292782809
Migraine	Pancreatic_Disease	0.00130393077113923	0.102454124269132
PTSD	Pancreatic_Disease	0.0870406477565883	0.187544374156847
Schizophrenia_Related_Psychosis	Pancreatic_Disease	0.0272590513747522	0.291923529547111
Sleep_Disorder	Pancreatic_Disease	-0.0500422186362796	-0.111823913715364
Substance_Abuse	Pancreatic_Disease	-0.00928125183824147	0.380326329281204
Unspecified_Childhood_Psychoses	Pancreatic_Disease	0.0255772738366226	0.0731738878580105
Neonatal_Disease	Pancreatic_Disease	0.156951853376984	-0.0524469941155525
